"URL","TYPE_PAGE","FAMILLE","GENRE","ESPECE","CULTIVAR","PHOTO_HERO","PHOTO_CARTE","PHOTO_FEUILLE","PHOTO_HUB","PHOTO_SOURCE","PHOTO_RIGHTS_STATUS","PLACEHOLDER","PHOTO_SUSPECTE","CONTENU_COMPLET","LIENS_INTERNES","PRIORITE","HTTP_STATUS","CANONICAL","H1_COUNT"
"https://jungle.tibaldo.fr/plantes/fatsia","HUB_GENRE_OR_GROUP","","fatsia","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/fatsia","1"
"https://jungle.tibaldo.fr/plantes/strelitzia","HUB_GENRE_OR_GROUP","","strelitzia","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","68","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/strelitzia","1"
"https://jungle.tibaldo.fr/plantes/aloe","HUB_GENRE_OR_GROUP","","aloe","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/aloe","1"
"https://jungle.tibaldo.fr/plantes/chlorophytum","HUB_GENRE_OR_GROUP","","chlorophytum","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/chlorophytum","1"
"https://jungle.tibaldo.fr/plantes/yucca","HUB_GENRE_OR_GROUP","","yucca","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/yucca","1"
"https://jungle.tibaldo.fr/plantes/cycas","HUB_GENRE_OR_GROUP","","cycas","","","/media/images/cycas-revoluta/cycas-revoluta-terrasse-tibaldo.webp","","","/media/images/cycas-revoluta/cycas-revoluta-terrasse-tibaldo.webp","","RIGHTS_CONTROLLED_NOT_FULLY_PROVEN","NO","NO","HTTP_AND_STRUCTURE_PRESENT","64","P3_ENRICH_LATER","200","https://jungle.tibaldo.fr/plantes/cycas","1"
"https://jungle.tibaldo.fr/plantes/dicksonia","HUB_GENRE_OR_GROUP","","dicksonia","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/dicksonia","1"
"https://jungle.tibaldo.fr/plantes/plumeria","HUB_GENRE_OR_GROUP","","plumeria","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/plumeria","1"
"https://jungle.tibaldo.fr/plantes/equisetum","HUB_GENRE_OR_GROUP","","equisetum","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/equisetum","1"
"https://jungle.tibaldo.fr/plantes/ficus","HUB_GENRE_OR_GROUP","","ficus","","","/media/final-media-v35/ficus-elastica-port.webp","","","/media/final-media-v35/ficus-elastica-port.webp","https://commons.wikimedia.org/wiki/File:Ficus_elastica_(rubber_plant).jpg","RIGHTS_VERIFIED","NO","NO","HTTP_AND_STRUCTURE_PRESENT","64","P3_ENRICH_LATER","200","https://jungle.tibaldo.fr/plantes/ficus","1"
